---------------------1/10------TiOA:
AI_answer_after_cut:
+ RemoveConnectionActionCard extends ActionCard
+ TeleportActionCard extends ActionCard
+ LoseTurnActionCard extends ActionCard
+ WinTile extends Tile
+ ActionTile extends Tile
+ NormalTile extends Tile
+ Player extends Mode
result_presicion = 0.18518518518518517
result_recall = 0.25
result_F1 = 0.2127659574468085
average_result_presicion = 0.22495603608559006
average_result_recall = 0.29
average_result_F1 = 0.23954320081691943
